year,geo,noc,hours_worked
1991,Quebec,Service representatives and other customer and personal services occupations [65],30.7
1992,Quebec,Service representatives and other customer and personal services occupations [65],30.3
1993,Quebec,Service representatives and other customer and personal services occupations [65],30.5
1994,Quebec,Service representatives and other customer and personal services occupations [65],31.2
1995,Quebec,Service representatives and other customer and personal services occupations [65],30
1996,Quebec,Service representatives and other customer and personal services occupations [65],30
1997,Quebec,Service representatives and other customer and personal services occupations [65],30.1
1998,Quebec,Service representatives and other customer and personal services occupations [65],29.7
1999,Quebec,Service representatives and other customer and personal services occupations [65],30.3
2000,Quebec,Service representatives and other customer and personal services occupations [65],29.9
2001,Quebec,Service representatives and other customer and personal services occupations [65],30.3
2002,Quebec,Service representatives and other customer and personal services occupations [65],29.7
2003,Quebec,Service representatives and other customer and personal services occupations [65],29.2
2004,Quebec,Service representatives and other customer and personal services occupations [65],29.5
2005,Quebec,Service representatives and other customer and personal services occupations [65],29.9
2006,Quebec,Service representatives and other customer and personal services occupations [65],29.5
2007,Quebec,Service representatives and other customer and personal services occupations [65],29.3
2008,Quebec,Service representatives and other customer and personal services occupations [65],29.3
2009,Quebec,Service representatives and other customer and personal services occupations [65],29.3
2010,Quebec,Service representatives and other customer and personal services occupations [65],28.9
2011,Quebec,Service representatives and other customer and personal services occupations [65],29.1
2012,Quebec,Service representatives and other customer and personal services occupations [65],28.2
2013,Quebec,Service representatives and other customer and personal services occupations [65],28.9
2014,Quebec,Service representatives and other customer and personal services occupations [65],28.8
2015,Quebec,Service representatives and other customer and personal services occupations [65],29.2
2016,Quebec,Service representatives and other customer and personal services occupations [65],29.1
2017,Quebec,Service representatives and other customer and personal services occupations [65],29.1
2018,Quebec,Service representatives and other customer and personal services occupations [65],29.4
2019,Quebec,Service representatives and other customer and personal services occupations [65],29
2020,Quebec,Service representatives and other customer and personal services occupations [65],29.9
1987,Quebec,Sales support occupations [66],28.6
1988,Quebec,Sales support occupations [66],28.7
1989,Quebec,Sales support occupations [66],27.9
1990,Quebec,Sales support occupations [66],26.9
1991,Quebec,Sales support occupations [66],26.2
1992,Quebec,Sales support occupations [66],26.1
1993,Quebec,Sales support occupations [66],26.2
1994,Quebec,Sales support occupations [66],26.6
1995,Quebec,Sales support occupations [66],26.7
1996,Quebec,Sales support occupations [66],27
1997,Quebec,Sales support occupations [66],26.7
1998,Quebec,Sales support occupations [66],27
1999,Quebec,Sales support occupations [66],26.3
2000,Quebec,Sales support occupations [66],27
2001,Quebec,Sales support occupations [66],26.5
2002,Quebec,Sales support occupations [66],26.1
2003,Quebec,Sales support occupations [66],25.3
2004,Quebec,Sales support occupations [66],25.5
2005,Quebec,Sales support occupations [66],25.8
2006,Quebec,Sales support occupations [66],25.6
2007,Quebec,Sales support occupations [66],24.7
2008,Quebec,Sales support occupations [66],25.1
2009,Quebec,Sales support occupations [66],24.8
2010,Quebec,Sales support occupations [66],23.9
2011,Quebec,Sales support occupations [66],23.9
2012,Quebec,Sales support occupations [66],24.5
2013,Quebec,Sales support occupations [66],23.9
2014,Quebec,Sales support occupations [66],24
2015,Quebec,Sales support occupations [66],24.2
2016,Quebec,Sales support occupations [66],25.2
2017,Quebec,Sales support occupations [66],24.3
2018,Quebec,Sales support occupations [66],25.3
2019,Quebec,Sales support occupations [66],24
2020,Quebec,Sales support occupations [66],24.4
1987,Quebec,"Service support and other service occupations, n.e.c. [67]",29.9
1988,Quebec,"Service support and other service occupations, n.e.c. [67]",31.1
1989,Quebec,"Service support and other service occupations, n.e.c. [67]",30.8
1990,Quebec,"Service support and other service occupations, n.e.c. [67]",30.9
1991,Quebec,"Service support and other service occupations, n.e.c. [67]",29.3
1992,Quebec,"Service support and other service occupations, n.e.c. [67]",29.1
1993,Quebec,"Service support and other service occupations, n.e.c. [67]",28.7
1994,Quebec,"Service support and other service occupations, n.e.c. [67]",29.6
1995,Quebec,"Service support and other service occupations, n.e.c. [67]",28.7
1996,Quebec,"Service support and other service occupations, n.e.c. [67]",28.8
1997,Quebec,"Service support and other service occupations, n.e.c. [67]",29.1
1998,Quebec,"Service support and other service occupations, n.e.c. [67]",29.7
1999,Quebec,"Service support and other service occupations, n.e.c. [67]",29.4
2000,Quebec,"Service support and other service occupations, n.e.c. [67]",29.7
2001,Quebec,"Service support and other service occupations, n.e.c. [67]",28.6
2002,Quebec,"Service support and other service occupations, n.e.c. [67]",29
2003,Quebec,"Service support and other service occupations, n.e.c. [67]",28.4
2004,Quebec,"Service support and other service occupations, n.e.c. [67]",27.6
2005,Quebec,"Service support and other service occupations, n.e.c. [67]",28.1
2006,Quebec,"Service support and other service occupations, n.e.c. [67]",27.5
2007,Quebec,"Service support and other service occupations, n.e.c. [67]",27.9
2008,Quebec,"Service support and other service occupations, n.e.c. [67]",28.1
2009,Quebec,"Service support and other service occupations, n.e.c. [67]",27.5
2010,Quebec,"Service support and other service occupations, n.e.c. [67]",26.4
2011,Quebec,"Service support and other service occupations, n.e.c. [67]",27.3
2012,Quebec,"Service support and other service occupations, n.e.c. [67]",26.9
2013,Quebec,"Service support and other service occupations, n.e.c. [67]",26.9
2014,Quebec,"Service support and other service occupations, n.e.c. [67]",27.1
2015,Quebec,"Service support and other service occupations, n.e.c. [67]",27.1
